,id,username,date,like
6334,1361698175728316416,radioelshinta,2021-02-16,
6336,1361434611260170241,radioelshinta,2021-02-16,@lizaariani5
6339,1360973122942300161,radioelshinta,2021-02-14,
6340,1360805307304144896,radioelshinta,2021-02-14,
6341,1360794580048744450,radioelshinta,2021-02-14,
6343,1360773394958983169,radioelshinta,2021-02-14,
6345,1360743762784178179,radioelshinta,2021-02-14,
6346,1360662523905626114,radioelshinta,2021-02-14,
6347,1360637845082284036,radioelshinta,2021-02-14,
6348,1360621707443118080,radioelshinta,2021-02-13,
6349,1360413609805766656,radioelshinta,2021-02-13,
6350,1360413549193928704,radioelshinta,2021-02-13,
6355,1359959139754119169,radioelshinta,2021-02-12,@blekokiyoy
6356,1359793074642120704,radioelshinta,2021-02-11,@youdhe_maggot
6357,1359722949725491203,radioelshinta,2021-02-11,@Giyanto96344775
6359,1359526790289448963,radioelshinta,2021-02-10,@ardiyantosecang
6366,1357744277070123008,radioelshinta,2021-02-06,@SDejama
6367,1357131518188027905,radioelshinta,2021-02-04,@KemenkesRI
6369,1356740818103529472,radioelshinta,2021-02-03,@Jo23000426
6372,1356206084130672643,radioelshinta,2021-02-01,@Handoko_34
6380,1355846832518090755,radioelshinta,2021-01-31,@AndiMONTY
6401,1354281358625959936,radioelshinta,2021-01-27,@anasmbelink
6415,1353213372347518976,radioelshinta,2021-01-24,@agusmalik_siak
6417,1353015967991828480,radioelshinta,2021-01-23,@fiidoang
6466,1349573481235578886,radioelshinta,2021-01-14,
6467,1349572366779617280,radioelshinta,2021-01-14,
6469,1349540454023380992,radioelshinta,2021-01-14,
6470,1349498702138798082,radioelshinta,2021-01-14,
6471,1349351551924539393,radioelshinta,2021-01-13,
6472,1349316706288586758,radioelshinta,2021-01-13,
6473,1349303206011043844,radioelshinta,2021-01-13,
6474,1349289875095261184,radioelshinta,2021-01-13,
6475,1349282670170181632,radioelshinta,2021-01-13,
6476,1349274441880985600,radioelshinta,2021-01-13,
6477,1349270664176308225,radioelshinta,2021-01-13,
6478,1349267696580403202,radioelshinta,2021-01-13,@hedamaheda
6479,1349260878625923072,radioelshinta,2021-01-13,
6480,1349238408116277248,radioelshinta,2021-01-13,
6481,1349217656625221632,radioelshinta,2021-01-13,
6482,1349212410800791552,radioelshinta,2021-01-13,
6483,1349200076455825409,radioelshinta,2021-01-13,
6484,1349195942189166592,radioelshinta,2021-01-13,
6485,1349195819354710023,radioelshinta,2021-01-13,
6486,1349180901448577026,radioelshinta,2021-01-13,@ed_tirta
6487,1349168561160245250,radioelshinta,2021-01-13,@fikaosman
6488,1349165867624370177,radioelshinta,2021-01-13,
6489,1349165832820060160,radioelshinta,2021-01-13,
6490,1349147688839700481,radioelshinta,2021-01-13,
6493,1348958150821605377,radioelshinta,2021-01-12,
6494,1348929683119697922,radioelshinta,2021-01-12,
6495,1348917349907189765,radioelshinta,2021-01-12,
6496,1348903021619515399,radioelshinta,2021-01-12,
6497,1348883825028288513,radioelshinta,2021-01-12,
6498,1348882707015557120,radioelshinta,2021-01-12,
6500,1348881725313544195,radioelshinta,2021-01-12,
6501,1348881690836418562,radioelshinta,2021-01-12,
6502,1348881176941842434,radioelshinta,2021-01-12,
6503,1348864034456522752,radioelshinta,2021-01-12,
6505,1348821025442590720,radioelshinta,2021-01-12,
6506,1348820981670846466,radioelshinta,2021-01-12,
6507,1348653694108069889,radioelshinta,2021-01-11,
6509,1348596432039596040,radioelshinta,2021-01-11,
6510,1348593258457231360,radioelshinta,2021-01-11,
6511,1348575739621216256,radioelshinta,2021-01-11,
6512,1348562148792750085,radioelshinta,2021-01-11,
6514,1348545760065847298,radioelshinta,2021-01-11,
6515,1348381299132616704,radioelshinta,2021-01-11,@Ratmangondhez1
6516,1348261272064724993,radioelshinta,2021-01-10,@sbyfess
6517,1347869160756285444,radioelshinta,2021-01-09,
6518,1347787204312014849,radioelshinta,2021-01-09,@paulusteddy_
6519,1347773814415925251,radioelshinta,2021-01-09,@sbyfess
6520,1347771524829249536,radioelshinta,2021-01-09,
6521,1347735887514267648,radioelshinta,2021-01-09,@sbyfess
6522,1347556308581449730,radioelshinta,2021-01-08,@marcelloyoell_
6523,1347539301630943233,radioelshinta,2021-01-08,@g_paristi
6524,1347519744706895872,radioelshinta,2021-01-08,
6525,1347505622367969280,radioelshinta,2021-01-08,
6527,1347497156387565568,radioelshinta,2021-01-08,@mardibsk11
6528,1347464746769870849,radioelshinta,2021-01-08,@sbyfess
6529,1347453058922397697,radioelshinta,2021-01-08,@sbyfess
6532,1347192613904863233,radioelshinta,2021-01-07,
6533,1347169567034859524,radioelshinta,2021-01-07,
6535,1346776563358994433,radioelshinta,2021-01-06,
6536,1346747171157118978,radioelshinta,2021-01-06,
6537,1346737431643521024,radioelshinta,2021-01-06,@sbyfess
6538,1346724451056979969,radioelshinta,2021-01-06,
6539,1346721057063927811,radioelshinta,2021-01-06,
6540,1346702276128169984,radioelshinta,2021-01-06,@Telkomsel
6542,1346665556263329794,radioelshinta,2021-01-06,@sbyfess
6543,1346631425185890304,radioelshinta,2021-01-06,@sbyfess
6544,1346624475270266880,radioelshinta,2021-01-06,
6545,1346621506172846080,radioelshinta,2021-01-06,@ghpysynonyxz
6546,1346586123653431298,radioelshinta,2021-01-06,
6547,1346536008418951168,radioelshinta,2021-01-06,@burungdara
6548,1346514332499152897,radioelshinta,2021-01-06,@UjKomar
6549,1346374992133410817,radioelshinta,2021-01-05,@malil638
6550,1346326537096708096,radioelshinta,2021-01-05,@sbyfess
6551,1346312654650974208,radioelshinta,2021-01-05,@sbyfess
6553,1346250130471620610,radioelshinta,2021-01-05,@sbyfess
6554,1346071234530791424,radioelshinta,2021-01-04,@sbyfess
6556,1346022567396556800,radioelshinta,2021-01-04,@sbyfess
6557,1345957076556603393,radioelshinta,2021-01-04,@ichaelza
6560,1345918259095248897,radioelshinta,2021-01-04,
6561,1345904416264581120,radioelshinta,2021-01-04,
6562,1345878792179339266,radioelshinta,2021-01-04,@sbyfess
6563,1345790816489332736,radioelshinta,2021-01-04,
6564,1345669237327630336,radioelshinta,2021-01-03,@sbyfess
6565,1345271445459324930,radioelshinta,2021-01-02,@sbyfess
6566,1345264805007872001,radioelshinta,2021-01-02,@sbyfess
6567,1345242361182388224,radioelshinta,2021-01-02,@Telkomsel
6569,1344922775836786692,radioelshinta,2021-01-01,@Herman138
6570,1344914426747441158,radioelshinta,2021-01-01,
6571,1344817286335533056,radioelshinta,2021-01-01,@Washinthon76si1
6574,1344567608318672898,radioelshinta,2020-12-31,
6576,1344530243998994433,radioelshinta,2020-12-31,@Telkomsel
6577,1344520677907263488,radioelshinta,2020-12-31,
6579,1344518848981078016,radioelshinta,2020-12-31,
6580,1344510750711169024,radioelshinta,2020-12-31,@sutrisnoam
6581,1344257831663353856,radioelshinta,2020-12-30,@sbyfess
6582,1344206073947848705,radioelshinta,2020-12-30,
6583,1344159065111285762,radioelshinta,2020-12-30,
6584,1343923573061107717,radioelshinta,2020-12-29,
6585,1343912624388333573,radioelshinta,2020-12-29,@setyobasuki16
6586,1343701706605953025,radioelshinta,2020-12-29,@sbyfess
6587,1343570114004729859,radioelshinta,2020-12-28,
6588,1343470321429479424,radioelshinta,2020-12-28,@sbyfess
6589,1343448090070589440,radioelshinta,2020-12-28,
6590,1343386928318537729,radioelshinta,2020-12-28,@sbyfess
6592,1343119246004404225,radioelshinta,2020-12-27,
6593,1343088653933760512,radioelshinta,2020-12-27,
6594,1342787575728152577,radioelshinta,2020-12-26,@EgoisTamamono
6595,1342654464025497600,radioelshinta,2020-12-26,
6596,1342040850310725635,radioelshinta,2020-12-24,
6598,1342039739977777153,radioelshinta,2020-12-24,
6599,1341283846533181440,radioelshinta,2020-12-22,
6600,1340465770535370753,radioelshinta,2020-12-20,
6601,1340442016644091905,radioelshinta,2020-12-20,
6602,1340384507795394560,radioelshinta,2020-12-20,
6603,1340136623292313600,radioelshinta,2020-12-19,
6604,1339907714885931009,radioelshinta,2020-12-18,
6605,1339850956108787712,radioelshinta,2020-12-18,
6606,1339560635751751682,radioelshinta,2020-12-17,
6607,1339460633796866048,radioelshinta,2020-12-17,
6608,1339412698119827459,radioelshinta,2020-12-17,
6609,1339379996511518721,radioelshinta,2020-12-17,
6610,1339365105159454721,radioelshinta,2020-12-17,
6611,1339345032063537152,radioelshinta,2020-12-17,@yovander007
6612,1339317179641053185,radioelshinta,2020-12-17,
6613,1339271813990211584,radioelshinta,2020-12-17,
6614,1339256772498870272,radioelshinta,2020-12-17,
6615,1339240529758842880,radioelshinta,2020-12-16,@mateus_citra3
6616,1339234950600564738,radioelshinta,2020-12-16,
6617,1339212421349527554,radioelshinta,2020-12-16,
6618,1339119883167002635,radioelshinta,2020-12-16,@aulia_yonantha
6619,1338999961741000704,radioelshinta,2020-12-16,
6620,1338953216721973248,radioelshinta,2020-12-16,
6621,1338912687418265600,radioelshinta,2020-12-16,
6622,1338500986940190722,radioelshinta,2020-12-14,
6623,1338466290239827969,radioelshinta,2020-12-14,
6625,1338416122031349760,radioelshinta,2020-12-14,
6626,1338385846588776449,radioelshinta,2020-12-14,
6627,1338374107646201856,radioelshinta,2020-12-14,
6628,1338281736870846465,radioelshinta,2020-12-14,
6630,1338100396821123077,radioelshinta,2020-12-13,
6631,1337698258953457664,radioelshinta,2020-12-12,
6632,1337631093407694851,radioelshinta,2020-12-12,
6634,1337503224215965696,radioelshinta,2020-12-12,
6635,1337464084124471296,radioelshinta,2020-12-12,
6637,1337417911200141315,radioelshinta,2020-12-11,
6638,1337194516076322816,radioelshinta,2020-12-11,
6639,1337181364651577344,radioelshinta,2020-12-11,
6640,1337181210825510912,radioelshinta,2020-12-11,
6641,1337179643351166976,radioelshinta,2020-12-11,
6642,1337179320347840513,radioelshinta,2020-12-11,
6643,1337173641465741312,radioelshinta,2020-12-11,
6644,1337168774416326657,radioelshinta,2020-12-11,
6645,1337042888522424328,radioelshinta,2020-12-10,@milarianbagja
6646,1337031270660939776,radioelshinta,2020-12-10,@l3na_l3na
6647,1336843094419931137,radioelshinta,2020-12-10,
6649,1336809097858048000,radioelshinta,2020-12-10,
6650,1336742467698225153,radioelshinta,2020-12-10,
6651,1336648956336504834,radioelshinta,2020-12-09,
6652,1336643896395231232,radioelshinta,2020-12-09,
6653,1336641747280162818,radioelshinta,2020-12-09,
6654,1336626652990889987,radioelshinta,2020-12-09,
6655,1336592750939000832,radioelshinta,2020-12-09,@Rockbalancing_
6656,1336577380039606272,radioelshinta,2020-12-09,
6657,1336320500214067205,radioelshinta,2020-12-08,
6658,1336186628943974400,radioelshinta,2020-12-08,
6659,1336047294878085120,radioelshinta,2020-12-08,
6660,1335966995762704385,radioelshinta,2020-12-07,
6661,1335927278736306178,radioelshinta,2020-12-07,
6662,1335911529582002176,radioelshinta,2020-12-07,
6663,1335840260635312128,radioelshinta,2020-12-07,
6664,1335831029588795393,radioelshinta,2020-12-07,
6666,1335807040371888128,radioelshinta,2020-12-07,
6667,1335802422128640002,radioelshinta,2020-12-07,@percayaNgl
6668,1335795882399166464,radioelshinta,2020-12-07,
6669,1335766366582784002,radioelshinta,2020-12-07,@turunBuyutKarti
6670,1335725097181532160,radioelshinta,2020-12-07,
6671,1335606287090913280,radioelshinta,2020-12-06,
6672,1335595170348208128,radioelshinta,2020-12-06,@AchmadW11147396
6673,1335591727533416448,radioelshinta,2020-12-06,
6674,1335468686639996928,radioelshinta,2020-12-06,@Adri4n70
6675,1335403226049343488,radioelshinta,2020-12-06,
6676,1335191843793866753,radioelshinta,2020-12-05,
6677,1335070083249360906,radioelshinta,2020-12-05,
6678,1334963184298577924,radioelshinta,2020-12-05,@sbyfess
6679,1334572267624230913,radioelshinta,2020-12-04,
6680,1334561891956375552,radioelshinta,2020-12-04,@sbyfess
6681,1334453070105780227,radioelshinta,2020-12-03,
6682,1334124949850652673,radioelshinta,2020-12-02,@sbyfess
6683,1334124732698955779,radioelshinta,2020-12-02,@sbyfess
6684,1334050203553259520,radioelshinta,2020-12-02,
6685,1333960224479141888,radioelshinta,2020-12-02,@sbyfess
6687,1333927540302381057,radioelshinta,2020-12-02,
6688,1333909722815098885,radioelshinta,2020-12-02,
6705,1330865371830620160,radioelshinta,2020-11-23,@uteaptaro
6716,1329219223348867072,radioelshinta,2020-11-19,@l3na_l3na
6723,1328920495740239873,radioelshinta,2020-11-18,@realprincetotty
6802,1319027852780556288,radioelshinta,2020-10-22,
6803,1318884991963664386,radioelshinta,2020-10-21,
6805,1318860781610414086,radioelshinta,2020-10-21,
6806,1318851514237030400,radioelshinta,2020-10-21,
6808,1318623318002462720,radioelshinta,2020-10-21,
6809,1318573362172489730,radioelshinta,2020-10-20,
6810,1318548615753859072,radioelshinta,2020-10-20,
6811,1318528436051214339,radioelshinta,2020-10-20,
6812,1318518576718950400,radioelshinta,2020-10-20,
6813,1318515754296201216,radioelshinta,2020-10-20,
6814,1318497408108564483,radioelshinta,2020-10-20,
6815,1318368877227593728,radioelshinta,2020-10-20,
6816,1318237713468829696,radioelshinta,2020-10-20,
6818,1318146540586766336,radioelshinta,2020-10-19,
6819,1318124293901840385,radioelshinta,2020-10-19,
6821,1318081426173014016,radioelshinta,2020-10-19,
6823,1318071423412285440,radioelshinta,2020-10-19,
6824,1318045826267033600,radioelshinta,2020-10-19,
6825,1318040426335653888,radioelshinta,2020-10-19,
6826,1317834865547517952,radioelshinta,2020-10-18,
6827,1317758396607520769,radioelshinta,2020-10-18,
6828,1317314036598407168,radioelshinta,2020-10-17,
6830,1317132883165732866,radioelshinta,2020-10-16,
6832,1317081773105311748,radioelshinta,2020-10-16,
6835,1316716882389467137,radioelshinta,2020-10-15,
6836,1316679070034268160,radioelshinta,2020-10-15,
6837,1316611007368712194,radioelshinta,2020-10-15,
6838,1316609110436012033,radioelshinta,2020-10-15,
6839,1316265811934212098,radioelshinta,2020-10-14,
6840,1316246366180450304,radioelshinta,2020-10-14,
6841,1315987728463351808,radioelshinta,2020-10-13,
6842,1315948076071227392,radioelshinta,2020-10-13,
6843,1315849777888649216,radioelshinta,2020-10-13,
6844,1315697793512599554,radioelshinta,2020-10-12,
6845,1315675844753289217,radioelshinta,2020-10-12,@setyobasuki16
6846,1315649754240413704,radioelshinta,2020-10-12,
6847,1315643104708288522,radioelshinta,2020-10-12,@NKurianto
6848,1315631814933835783,radioelshinta,2020-10-12,
6849,1315629878427840518,radioelshinta,2020-10-12,
6850,1315624841303584768,radioelshinta,2020-10-12,
6851,1315568223543193600,radioelshinta,2020-10-12,
6853,1315234451169800193,radioelshinta,2020-10-11,
6854,1315226974390894594,radioelshinta,2020-10-11,
6855,1314514826584944641,radioelshinta,2020-10-09,@sbyfess
6856,1314514796885078017,radioelshinta,2020-10-09,@sbyfess
6857,1314514767248203776,radioelshinta,2020-10-09,@sbyfess
6858,1313987128469057536,radioelshinta,2020-10-08,
6860,1313787460426493952,radioelshinta,2020-10-07,
6861,1313448201190608896,radioelshinta,2020-10-06,@sbyfess
6863,1312042874842701827,radioelshinta,2020-10-02,
6864,1311452886501531649,radioelshinta,2020-10-01,@STA_NuManaTea
6865,1311452720629334016,radioelshinta,2020-10-01,@anishartanto
6867,1310662693053890560,radioelshinta,2020-09-29,
6868,1310601608607141895,radioelshinta,2020-09-28,@sbyfess
6869,1309758747535749122,radioelshinta,2020-09-26,@codingfess
6870,1309155811114049536,radioelshinta,2020-09-24,
6871,1309143791719251968,radioelshinta,2020-09-24,
6872,1307755656913408000,radioelshinta,2020-09-21,
6874,1307603928356331520,radioelshinta,2020-09-20,@Sabarfif991
6875,1307399065525657600,radioelshinta,2020-09-20,
6876,1306209051609423872,radioelshinta,2020-09-16,
6879,1305843367310315521,radioelshinta,2020-09-15,
6880,1305775071848402944,radioelshinta,2020-09-15,
6881,1305659946629963776,radioelshinta,2020-09-15,@Toshi061186
6882,1305517264775516161,radioelshinta,2020-09-14,@tingtingdodo1
6884,1304177663997743105,radioelshinta,2020-09-11,
6885,1304173455110074369,radioelshinta,2020-09-11,
6887,1303857809511964673,radioelshinta,2020-09-10,
6889,1303814413963591680,radioelshinta,2020-09-10,
6890,1303772662066483205,radioelshinta,2020-09-10,
6891,1303644580873601025,radioelshinta,2020-09-09,
6895,1303617870547484674,radioelshinta,2020-09-09,@apandi94
6915,1301587010415554560,radioelshinta,2020-09-04,@Anchoz
6926,1300211698003972096,radioelshinta,2020-08-31,@harjonoabi
6931,1300079507764686849,radioelshinta,2020-08-30,@ngADI_min
6942,1299027103141097475,radioelshinta,2020-08-27,@mbahbono8
6956,1298092674445008897,radioelshinta,2020-08-25,@ichaelza
7006,1293196724647759872,radioelshinta,2020-08-11,
7007,1293177439347122178,radioelshinta,2020-08-11,
7008,1293063970270539777,radioelshinta,2020-08-11,
7009,1293053823456403463,radioelshinta,2020-08-11,
7010,1293002379583877121,radioelshinta,2020-08-11,@alfranls
7012,1293001925810520064,radioelshinta,2020-08-11,
7013,1293001808818786304,radioelshinta,2020-08-11,@PDAMSurabaya
7014,1292961166319210497,radioelshinta,2020-08-11,@ddimas278
7015,1292892041165205504,radioelshinta,2020-08-11,@broadcasterOASA
7016,1292713770691616768,radioelshinta,2020-08-10,@PDAMSurabaya
7017,1292710127452090368,radioelshinta,2020-08-10,@PDAMSurabaya
7019,1292020748203077633,radioelshinta,2020-08-08,
7020,1291818475879505920,radioelshinta,2020-08-08,
7021,1291682333536337920,radioelshinta,2020-08-07,
7022,1291678668234743809,radioelshinta,2020-08-07,
7024,1291595906668572672,radioelshinta,2020-08-07,
7025,1291589957761417217,radioelshinta,2020-08-07,
7026,1291534816739909632,radioelshinta,2020-08-07,
7027,1291488599020408832,radioelshinta,2020-08-07,
7028,1291448960733851649,radioelshinta,2020-08-07,
7030,1291133032099991552,radioelshinta,2020-08-06,
7031,1290976322294972417,radioelshinta,2020-08-05,
7032,1290869676596056064,radioelshinta,2020-08-05,
7033,1290779547101691904,radioelshinta,2020-08-05,
7034,1290673597451649026,radioelshinta,2020-08-04,
7035,1290660982474276864,radioelshinta,2020-08-04,
7036,1290616301077987328,radioelshinta,2020-08-04,
7037,1290606760558858241,radioelshinta,2020-08-04,@slow_zeze
7039,1290521839525978112,radioelshinta,2020-08-04,
7043,1289898543159762945,radioelshinta,2020-08-02,
7044,1289827072655802368,radioelshinta,2020-08-02,
7046,1289560098260410368,radioelshinta,2020-08-01,
7047,1289559769976467456,radioelshinta,2020-08-01,
7048,1378502235013832707,radioelshinta,2021-04-04,
7049,1377540484906713095,radioelshinta,2021-04-01,
7050,1377535539411226628,radioelshinta,2021-04-01,
7051,1377479187099910149,radioelshinta,2021-04-01,
7053,1376907472477167616,radioelshinta,2021-03-30,
7054,1376906686275850241,radioelshinta,2021-03-30,
7055,1376757679964647426,radioelshinta,2021-03-30,
7058,1376613881326407680,radioelshinta,2021-03-30,
7059,1376259043438645248,radioelshinta,2021-03-29,
7062,1375987719587827713,radioelshinta,2021-03-28,
7063,1375325818990198788,radioelshinta,2021-03-26,
7064,1375277072394899458,radioelshinta,2021-03-26,
7066,1375161813654904835,radioelshinta,2021-03-26,
7067,1375095030973489155,radioelshinta,2021-03-25,
7068,1375059987353886720,radioelshinta,2021-03-25,
7069,1374993644449529860,radioelshinta,2021-03-25,
7071,1374789359266795525,radioelshinta,2021-03-25,
7073,1374562329547788291,radioelshinta,2021-03-24,
7075,1374028119552630790,radioelshinta,2021-03-22,
7076,1373914489742004230,radioelshinta,2021-03-22,
7079,1373688355011981314,radioelshinta,2021-03-22,
7080,1373574055824084993,radioelshinta,2021-03-21,
7081,1373572678271963139,radioelshinta,2021-03-21,
7082,1373443372984070147,radioelshinta,2021-03-21,
7084,1373177854188396546,radioelshinta,2021-03-20,
7085,1373176252463419394,radioelshinta,2021-03-20,
7086,1373093903675531264,radioelshinta,2021-03-20,
7087,1373093863028449281,radioelshinta,2021-03-20,
7088,1373087350935359490,radioelshinta,2021-03-20,
7089,1373053067524853761,radioelshinta,2021-03-20,
7090,1373028028318502912,radioelshinta,2021-03-20,
7091,1372881425100275717,radioelshinta,2021-03-19,
7094,1372036601715462147,radioelshinta,2021-03-17,
7095,1371987681161318401,radioelshinta,2021-03-17,
7098,1371828445559156738,radioelshinta,2021-03-16,
7099,1371805597700562946,radioelshinta,2021-03-16,
7100,1371697895737417728,radioelshinta,2021-03-16,
7103,1371650195037978627,radioelshinta,2021-03-16,
7104,1371640559207542784,radioelshinta,2021-03-16,
7105,1371640527263703042,radioelshinta,2021-03-16,
7106,1371640494707544064,radioelshinta,2021-03-16,
7109,1371293000744140802,radioelshinta,2021-03-15,
7111,1371140299267874818,radioelshinta,2021-03-14,
7112,1370911725935988736,radioelshinta,2021-03-14,
7113,1370692683262390274,radioelshinta,2021-03-13,
7114,1370677337444941826,radioelshinta,2021-03-13,
7115,1370479208514789376,radioelshinta,2021-03-13,
7116,1370432951008129031,radioelshinta,2021-03-13,
7117,1370181279161880580,radioelshinta,2021-03-12,
7118,1370169302783987712,radioelshinta,2021-03-12,
7119,1370088383708553218,radioelshinta,2021-03-12,
7120,1369892827686039552,radioelshinta,2021-03-11,
7140,1368445985567903747,radioelshinta,2021-03-07,@PupungSuminar
7142,1368047463353909251,radioelshinta,2021-03-06,
7143,1368014902464421890,radioelshinta,2021-03-06,
7144,1367698927508619266,radioelshinta,2021-03-05,
7145,1367545376731844608,radioelshinta,2021-03-05,
7146,1367469859022376963,radioelshinta,2021-03-04,
7148,1366951761504690178,radioelshinta,2021-03-03,
7150,1366723768459042817,radioelshinta,2021-03-02,@AnakBabeGw
7151,1366673231524995074,radioelshinta,2021-03-02,
7153,1366628209148633088,radioelshinta,2021-03-02,
7154,1366534802992603141,radioelshinta,2021-03-02,@addict_milan
7155,1366529603238383622,radioelshinta,2021-03-02,@Okinawa14305372
7156,1366515842834309122,radioelshinta,2021-03-02,
7158,1366322726793662465,radioelshinta,2021-03-01,
7160,1366229189012058113,radioelshinta,2021-03-01,
7161,1366228470234161156,radioelshinta,2021-03-01,
7162,1366215994151108609,radioelshinta,2021-03-01,
7163,1366110924885516291,radioelshinta,2021-03-01,
7164,1366089534354558977,radioelshinta,2021-03-01,
7165,1365959550696783874,radioelshinta,2021-02-28,
7166,1365917257327517696,radioelshinta,2021-02-28,
7169,1365807738702336001,radioelshinta,2021-02-28,
7170,1365807590073016322,radioelshinta,2021-02-28,
7171,1365598365552025600,radioelshinta,2021-02-27,
7172,1365362974408331273,radioelshinta,2021-02-27,
7173,1365327454563307520,radioelshinta,2021-02-26,
7175,1365281230686588928,radioelshinta,2021-02-26,
7176,1365181464283783172,radioelshinta,2021-02-26,
7177,1364926310464647172,radioelshinta,2021-02-25,@sbyfess
7179,1364812043035926530,radioelshinta,2021-02-25,@sbyfess
7180,1364743093061255169,radioelshinta,2021-02-25,
7181,1364737908419174400,radioelshinta,2021-02-25,
7182,1364408383772626952,radioelshinta,2021-02-24,
7183,1364388410903859200,radioelshinta,2021-02-24,@sbyfess
7184,1364380588728229889,radioelshinta,2021-02-24,
7185,1364367115579318275,radioelshinta,2021-02-24,@sbyfess
7186,1364123440626561027,radioelshinta,2021-02-23,@sbyfess
7187,1364081366808203264,radioelshinta,2021-02-23,
7188,1364057474790092803,radioelshinta,2021-02-23,@K0k0hand0k0
7189,1364047139374960645,radioelshinta,2021-02-23,@masradenkatino
7190,1364015158616461317,radioelshinta,2021-02-23,
7191,1363701248931717126,radioelshinta,2021-02-22,@txtdarionlshop
7192,1363660769842188288,radioelshinta,2021-02-22,@sbyfess
7193,1363571694443626498,radioelshinta,2021-02-22,
7194,1363557851965378574,radioelshinta,2021-02-22,
7196,1362811713251254275,radioelshinta,2021-02-20,@txtdarionlshop
7197,1362797211998855168,radioelshinta,2021-02-19,@txtdarionlshop
7198,1362606552679546883,radioelshinta,2021-02-19,@txtdarionlshop
7200,1362194753761157125,radioelshinta,2021-02-18,@txtdarionlshop
7201,1362191368475447296,radioelshinta,2021-02-18,@txtdarionlshop
7202,1362179588260995073,radioelshinta,2021-02-18,
7203,1362168195340259328,radioelshinta,2021-02-18,
7204,1362164671961300992,radioelshinta,2021-02-18,
7205,1362128433099210757,radioelshinta,2021-02-18,@onis_mayag
7206,1362030860472446979,radioelshinta,2021-02-17,
7208,1361932030359990276,radioelshinta,2021-02-17,
7209,1361891790048034817,radioelshinta,2021-02-17,
7210,1361883643400974339,radioelshinta,2021-02-17,
7211,1361750945911042048,radioelshinta,2021-02-17,
7212,1361749184144146433,radioelshinta,2021-02-17,
7213,1361746667561570304,radioelshinta,2021-02-17,
7214,1361724521711996931,radioelshinta,2021-02-17,@mygracepa
7215,1361698175728316416,radioelshinta,2021-02-16,
7217,1361434611260170241,radioelshinta,2021-02-16,@chriswilliam771
7220,1360973122942300161,radioelshinta,2021-02-14,
7221,1360805307304144896,radioelshinta,2021-02-14,
7222,1360794580048744450,radioelshinta,2021-02-14,
7224,1360773394958983169,radioelshinta,2021-02-14,
7226,1360743762784178179,radioelshinta,2021-02-14,
7227,1360662523905626114,radioelshinta,2021-02-14,
7228,1360637845082284036,radioelshinta,2021-02-14,
7229,1360621707443118080,radioelshinta,2021-02-13,
7230,1360413609805766656,radioelshinta,2021-02-13,
7231,1360413549193928704,radioelshinta,2021-02-13,
7236,1359959139754119169,radioelshinta,2021-02-12,@_Gagan_Algarni_
7238,1359722949725491203,radioelshinta,2021-02-11,@HERTOYONO1
7240,1359526790289448963,radioelshinta,2021-02-10,@hendrygontoro
7247,1357744277070123008,radioelshinta,2021-02-06,@mande_bagus
7248,1357131518188027905,radioelshinta,2021-02-04,@DenyHalemun
7253,1356206084130672643,radioelshinta,2021-02-01,@RudiPg
7261,1355846832518090755,radioelshinta,2021-01-31,@SweetBlackpool
7282,1354281358625959936,radioelshinta,2021-01-27,@purplemoon08
7296,1353213372347518976,radioelshinta,2021-01-24,@OniYansyah
7347,1349573481235578886,radioelshinta,2021-01-14,@sbyfess
7348,1349572366779617280,radioelshinta,2021-01-14,
7350,1349540454023380992,radioelshinta,2021-01-14,
7351,1349498702138798082,radioelshinta,2021-01-14,@txtdarionlshop
7352,1349351551924539393,radioelshinta,2021-01-13,
7353,1349316706288586758,radioelshinta,2021-01-13,
7354,1349303206011043844,radioelshinta,2021-01-13,@txtdarionlshop
7355,1349289875095261184,radioelshinta,2021-01-13,
7356,1349282670170181632,radioelshinta,2021-01-13,
7357,1349274441880985600,radioelshinta,2021-01-13,
7358,1349270664176308225,radioelshinta,2021-01-13,
7359,1349267696580403202,radioelshinta,2021-01-13,@Deiva_AKS
7360,1349260878625923072,radioelshinta,2021-01-13,
7361,1349238408116277248,radioelshinta,2021-01-13,
7362,1349217656625221632,radioelshinta,2021-01-13,
7363,1349212410800791552,radioelshinta,2021-01-13,
7364,1349200076455825409,radioelshinta,2021-01-13,
7365,1349195942189166592,radioelshinta,2021-01-13,
7366,1349195819354710023,radioelshinta,2021-01-13,@LndMuslitaNazir
7367,1349180901448577026,radioelshinta,2021-01-13,@Sidik12425832
7368,1349168561160245250,radioelshinta,2021-01-13,
7369,1349165867624370177,radioelshinta,2021-01-13,
7370,1349165832820060160,radioelshinta,2021-01-13,
7371,1349147688839700481,radioelshinta,2021-01-13,
7374,1348958150821605377,radioelshinta,2021-01-12,
7375,1348929683119697922,radioelshinta,2021-01-12,
7376,1348917349907189765,radioelshinta,2021-01-12,
7377,1348903021619515399,radioelshinta,2021-01-12,
7378,1348883825028288513,radioelshinta,2021-01-12,
7379,1348882707015557120,radioelshinta,2021-01-12,
7381,1348881725313544195,radioelshinta,2021-01-12,
7382,1348881690836418562,radioelshinta,2021-01-12,
7383,1348881176941842434,radioelshinta,2021-01-12,
7384,1348864034456522752,radioelshinta,2021-01-12,
7386,1348821025442590720,radioelshinta,2021-01-12,@sbyfess
